tx_ref,agent_code,client_phone,montant_xof,type_op,statut,date_op,commission,canal,id_export
TX0000314,AG01,+226 789 66 60 421,2479,out,echec,2026-01-06,25.0,Agent,314
TX0000315,AG11,+226 795 80 02 495,2029,in,echec,2026-01-06,51.0,Agent,315
TX0000316,AG03,+226 790 52 70 767,4511,in,REUSSI,2026-01-06,113.0,Agent,316
TX0000317,AG16,787 79 90 401,8253,out,OK,2026-01-06,83.0,Agent,317
TX0000318,AG20,7004569051,11512,in,OK,2026-01-06,288.0,Agent,318
TX0000319,AG16,7300752988,2611,out,OK,2026-01-06,26.0,Agent,319
TX0000320,AG03,+226 794 23 29 613,6709,in,REUSSI,2026-01-06,168.0,USSD,320
TX0000321,AG18,751 03 93 275,2512,out,Reussie,2026-01-06,25.0,Agent,321
TX0000322,AG06,+226 735 27 06 746,16346,out,REUSSI,2026-01-06,163.0,Agent,322
TX0000323,AG07,756 83 09 567,3277,out,Reussie,2026-01-06,33.0,Agent,323
TX0000324,AG18,7951245302,2023,out,echec,2026-01-06,20.0,USSD,324
TX0000325,AG03,719 80 15 094,3661,in,Reussie,2026-01-06,92.0,USSD,325
TX0000326,AG13,7972684951,862,in,REUSSI,2026-01-06,22.0,Agent,326
TX0000327,AG20,7472478721,1992,in,REUSSI,2026-01-06,50.0,Agent,327
TX0000328,AG20,+226 757 10 08 439,1338,in,ok,2026-01-07,33.0,USSD,328
TX0000329,AG03,728 53 10 929,1100,out,Reussie,2026-01-07,11.0,Agent,329
TX0000330,AG05,7145847514,8044,out,OK,2026-01-07,80.0,app,330
TX0000331,AG05,730 98 67 849,1004,out,REUSSI,2026-01-07,10.0,Agent,331
TX0000332,AG05,+226 765 08 22 183,1483,in,OK,2026-01-07,37.0,Agent,332
TX0000333,AG15,+226 742 84 05 105,3013,in,Reussie,2026-01-07,75.0,USSD,333
TX0000334,AG03,7004775586,11160,in,ok,2026-01-07,279.0,Agent,334
TX0000335,AG02,796 11 25 612,1702,in,ok,2026-01-07,43.0,USSD,335
TX0000336,AG09,7383148025,1490,in,ok,2026-01-07,37.0,app,336
TX0000337,AG06,753 95 21 429,1102,out,REUSSI,2026-01-07,11.0,Agent,337
TX0000338,AG04,+226 735 30 79 456,735,in,Reussie,2026-01-07,18.0,Agent,338
TX0000339,AG19,7071719626,1051,in,ok,2026-01-07,26.0,USSD,339
TX0000340,AG05,790 31 46 332,3392,out,ok,2026-01-07,34.0,Agent,340
TX0000341,AG02,770 80 33 334,1875,in,echec,2026-01-07,47.0,Agent,341
TX0000342,AG14,+226 741 65 69 128,1319,in,OK,2026-01-07,33.0,Agent,342
TX0000343,AG05,+226 736 13 93 175,2491,out,Reussie,2026-01-07,25.0,USSD,343
TX0000344,AG09,+226 719 10 67 698,1535,in,ok,2026-01-07,38.0,Agent,344
TX0000345,AG15,759 39 42 743,5071,in,Echouee,2026-01-07,127.0,app,345
TX0000346,AG10,+226 764 33 32 865,1875,in,Reussie,2026-01-07,47.0,Agent,346
TX0000347,AG16,739 74 60 995,876,out,ok,2026-01-07,9.0,USSD,347
TX0000348,AG08,+226 711 41 20 141,7513,out,REUSSI,2026-01-07,75.0,Agent,348
TX0000349,AG20,7623102237,1835,out,Reussie,2026-01-07,18.0,app,349
TX0000350,AG14,+226 752 36 13 915,7576,in,OK,2026-01-07,189.0,app,350
TX0000351,AG15,753 86 34 223,2340,in,REUSSI,2026-01-07,58.0,Agent,351
TX0000352,AG08,+226 792 51 46 228,3834,out,OK,2026-01-07,38.0,Agent,352
TX0000353,AG07,731 95 40 219,1341,out,ok,2026-01-07,13.0,Agent,353
TX0000354,AG08,742 42 24 712,2288,in,Echouee,2026-01-07,57.0,Agent,354
TX0000355,AG01,7285276724,1358,in,Reussie,2026-01-07,34.0,Agent,355
TX0000356,AG10,7238232743,6294,out,OK,2026-01-07,63.0,Agent,356
TX0000357,AG05,+226 782 90 65 758,1204,in,Reussie,2026-01-07,30.0,Agent,357
TX0000358,AG20,735 01 92 169,2034,in,ok,2026-01-07,51.0,app,358
TX0000359,AG12,+226 737 55 34 315,2552,out,REUSSI,2026-01-07,26.0,USSD,359
TX0000360,AG14,+226 724 13 59 009,2214,in,OK,2026-01-07,55.0,USSD,360
TX0000361,AG14,+226 795 31 50 967,9317,out,Reussie,2026-01-07,93.0,Agent,361
TX0000362,AG05,7899006639,3065,out,OK,2026-01-07,31.0,USSD,362
TX0000363,AG19,773 14 78 468,3086,in,Reussie,2026-01-07,77.0,Agent,363
TX0000364,AG15,+226 748 10 67 316,4047,out,OK,2026-01-07,40.0,USSD,364
TX0000365,AG02,+226 778 41 27 676,10950,out,Reussie,2026-01-07,110.0,Agent,365
TX0000366,AG12,7955452712,684,out,REUSSI,2026-01-07,7.0,Agent,366
TX0000367,AG19,+226 798 99 66 042,1504,in,Reussie,2026-01-07,38.0,USSD,367
TX0000368,AG19,792 55 38 529,22284,in,ok,2026-01-07,557.0,Agent,368
TX0000369,AG03,7367582648,927,out,Echouee,2026-01-07,9.0,app,369
TX0000370,AG03,704 77 95 104,19277,out,Echouee,2026-01-07,193.0,USSD,370
TX0000371,AG09,+226 742 63 84 549,20355,in,OK,2026-01-07,509.0,Agent,371
TX0000372,AG09,+226 743 72 38 353,3717,out,OK,2026-01-07,37.0,USSD,372
TX0000373,AG18,7984968421,1050,in,ok,2026-01-07,26.0,USSD,373
TX0000374,AG19,776 76 40 668,4324,in,REUSSI,2026-01-07,108.0,USSD,374
TX0000375,AG06,791 43 88 496,874,out,REUSSI,2026-01-07,9.0,Agent,375
TX0000376,AG10,767 29 87 443,2597,in,Reussie,2026-01-07,65.0,Agent,376
TX0000377,AG14,735 84 88 054,10295,out,OK,2026-01-07,103.0,Agent,377
TX0000378,AG12,709 32 03 569,3613,out,Reussie,2026-01-07,36.0,Agent,378
TX0000379,AG08,774 09 30 278,4652,in,REUSSI,2026-01-07,116.0,app,379
TX0000380,AG13,739 55 50 948,3240,out,OK,2026-01-07,32.0,USSD,380
TX0000381,AG20,796 23 06 147,5128,in,REUSSI,2026-01-07,128.0,USSD,381
TX0000382,AG18,7117259135,2413,out,ok,2026-01-07,24.0,app,382
TX0000383,AG15,+226 738 62 88 004,6003,out,Reussie,2026-01-07,60.0,Agent,383
TX0000384,AG20,+226 748 28 03 680,8634,in,REUSSI,2026-01-07,216.0,USSD,384
TX0000385,AG07,+226 710 26 01 453,3682,out,ok,2026-01-07,37.0,Agent,385
TX0000386,AG11,764 62 73 179,1463,out,ok,2026-01-07,15.0,USSD,386
TX0000387,AG12,7900681550,1858,out,Reussie,2026-01-07,19.0,USSD,387
TX0000388,AG14,722 42 70 825,782,out,Reussie,2026-01-07,8.0,USSD,388
TX0000389,AG12,7386044990,1804,out,Echouee,2026-01-07,18.0,USSD,389
TX0000390,AG13,761 09 31 450,1758,in,ok,2026-01-08,44.0,USSD,390
TX0000391,AG15,+226 795 69 92 033,2119,in,Reussie,2026-01-08,53.0,Agent,391
TX0000392,AG01,7360511946,1542,out,ok,2026-01-08,15.0,USSD,392
TX0000393,AG12,714 75 42 367,2826,in,OK,2026-01-08,71.0,USSD,393
TX0000394,AG12,718 61 62 402,281,out,REUSSI,2026-01-08,3.0,Agent,394
TX0000395,AG18,7880002882,19003,in,OK,2026-01-08,475.0,Agent,395
TX0000396,AG01,+226 790 00 60 290,1298,out,echec,2026-01-08,13.0,Agent,396
TX0000397,AG10,+226 789 18 89 790,1210,out,Reussie,2026-01-08,12.0,USSD,397
TX0000398,AG03,+226 793 00 35 917,6380,out,Echouee,2026-01-08,64.0,USSD,398
TX0000399,AG15,760 66 35 412,1404,in,REUSSI,2026-01-08,35.0,USSD,399
TX0000400,AG02,745 94 46 298,1792,in,OK,2026-01-08,45.0,Agent,400
TX0000401,AG11,785 34 13 095,2881,in,ok,2026-01-08,72.0,USSD,401
TX0000402,AG03,+226 772 81 56 536,2202,in,ok,2026-01-08,55.0,Agent,402
TX0000403,AG09,710 62 12 658,2986,out,Echouee,2026-01-08,30.0,Agent,403
TX0000404,AG07,+226 771 42 28 206,1576,out,echec,2026-01-08,16.0,USSD,404
TX0000405,AG10,7631335424,962,in,Echouee,2026-01-08,24.0,USSD,405
TX0000406,AG20,+226 768 83 57 655,896,out,OK,2026-01-08,9.0,app,406
TX0000407,AG11,+226 741 35 14 181,5223,in,OK,2026-01-08,131.0,USSD,407
TX0000408,AG08,732 64 09 474,1453,out,Reussie,2026-01-08,15.0,USSD,408
TX0000409,AG02,7722474257,1960,out,REUSSI,2026-01-08,20.0,USSD,409
TX0000410,AG13,+226 780 75 54 337,4323,out,REUSSI,2026-01-08,43.0,Agent,410
TX0000411,AG14,7540970358,1706,out,Echouee,2026-01-08,17.0,Agent,411
TX0000412,AG18,700 92 22 387,1314,in,Echouee,2026-01-08,33.0,Agent,412
TX0000413,AG15,710 72 23 341,9389,in,Reussie,2026-01-08,235.0,USSD,413
TX0000414,AG06,7878570742,2485,out,ok,2026-01-08,25.0,Agent,414
TX0000415,AG20,790 89 77 477,2811,out,ok,2026-01-08,28.0,Agent,415
TX0000416,AG02,+226 794 57 03 147,2895,in,REUSSI,2026-01-08,72.0,Agent,416
TX0000417,AG02,794 33 43 886,3963,in,REUSSI,2026-01-08,99.0,Agent,417
TX0000418,AG10,7902651919,5136,out,Reussie,2026-01-08,51.0,USSD,418
TX0000419,AG06,720 37 56 312,9416,in,ok,2026-01-08,235.0,Agent,419
TX0000420,AG14,+226 733 32 14 315,3361,in,REUSSI,2026-01-08,84.0,USSD,420
TX0000421,AG18,794 01 35 317,2532,out,OK,2026-01-08,25.0,Agent,421
TX0000422,AG16,+226 710 66 65 750,4237,out,Echouee,2026-01-08,42.0,USSD,422
TX0000423,AG01,+226 716 93 27 954,18678,in,REUSSI,2026-01-08,467.0,Agent,423
TX0000424,AG07,789 05 53 279,2465,in,Reussie,2026-01-08,62.0,Agent,424
TX0000425,AG18,+226 745 06 11 470,2785,in,ok,2026-01-08,70.0,USSD,425
TX0000426,AG20,+226 766 27 69 882,8878,in,REUSSI,2026-01-08,222.0,USSD,426
TX0000427,AG13,+226 761 82 58 198,5697,in,REUSSI,2026-01-08,142.0,Agent,427
TX0000428,AG18,+226 726 45 16 213,3064,in,OK,2026-01-08,77.0,Agent,428
TX0000429,AG16,762 21 50 411,2160,out,Reussie,2026-01-08,22.0,Agent,429
TX0000430,AG10,713 33 40 300,707,in,ok,2026-01-08,18.0,USSD,430
TX0000431,AG01,+226 794 07 56 665,6219,in,REUSSI,2026-01-08,155.0,Agent,431
TX0000432,AG04,+226 716 07 09 808,1430,out,Reussie,2026-01-08,14.0,Agent,432
TX0000433,AG12,+226 750 74 67 704,593,in,Reussie,2026-01-08,15.0,USSD,433
TX0000434,AG20,7064321021,1234,in,Reussie,2026-01-08,31.0,app,434
TX0000435,AG17,730 65 34 244,9563,out,ok,2026-01-08,96.0,USSD,435
TX0000436,AG09,7957457999,2278,out,ok,2026-01-08,23.0,app,436
TX0000437,AG06,714 31 35 552,786,in,ok,2026-01-08,20.0,Agent,437
TX0000438,AG19,+226 788 70 06 152,1240,in,REUSSI,2026-01-08,31.0,USSD,438
TX0000439,AG18,739 06 37 230,1508,out,OK,2026-01-08,15.0,USSD,439
TX0000440,AG16,7206334661,2800,out,Echouee,2026-01-08,28.0,USSD,440
TX0000441,AG09,797 00 10 724,286,in,OK,2026-01-08,7.0,USSD,441
TX0000442,AG15,+226 773 14 54 519,6084,in,REUSSI,2026-01-08,152.0,Agent,442
TX0000443,AG04,719 10 58 835,1654,out,ok,2026-01-08,17.0,USSD,443
TX0000444,AG20,7698113423,1750,out,OK,2026-01-08,18.0,Agent,444
TX0000445,AG07,703 62 33 608,3700,in,echec,2026-01-08,92.0,Agent,445
TX0000446,AG08,730 39 65 254,2885,in,ok,2026-01-08,72.0,USSD,446
TX0000447,AG16,7244340370,3425,in,OK,2026-01-08,86.0,Agent,447
TX0000448,AG14,+226 793 53 79 059,290,out,OK,2026-01-09,3.0,Agent,448
TX0000449,AG18,722 59 10 114,797,in,ok,2026-01-09,20.0,USSD,449
TX0000450,AG05,+226 713 38 15 476,3114,in,REUSSI,2026-01-09,78.0,USSD,450
TX0000451,AG20,+226 746 35 83 399,3442,in,Echouee,2026-01-09,86.0,app,451
TX0000452,AG10,+226 701 43 97 984,1408,out,Echouee,2026-01-09,14.0,Agent,452
TX0000453,AG20,7624698995,15961,out,Echouee,2026-01-09,160.0,USSD,453
TX0000454,AG07,781 09 28 259,1753,out,ok,2026-01-09,18.0,USSD,454
TX0000455,AG08,7138689001,7613,in,OK,2026-01-09,190.0,app,455
TX0000456,AG17,775 95 49 707,6803,out,REUSSI,2026-01-09,68.0,Agent,456
TX0000457,AG13,764 64 61 075,2604,out,OK,2026-01-09,26.0,USSD,457
TX0000458,AG12,716 20 11 088,2581,in,echec,2026-01-09,65.0,app,458
TX0000459,AG19,774 85 38 803,2908,out,OK,2026-01-09,29.0,Agent,459
TX0000460,AG15,7106985621,1316,in,OK,2026-01-09,33.0,app,460
TX0000461,AG13,737 40 16 164,1175,in,OK,2026-01-09,29.0,Agent,461
TX0000462,AG08,751 60 91 538,306,in,echec,2026-01-09,8.0,Agent,462
TX0000463,AG10,+226 715 98 61 939,567,in,ok,2026-01-09,14.0,USSD,463
TX0000464,AG15,+226 782 22 77 919,2689,out,OK,2026-01-09,27.0,Agent,464
TX0000465,AG19,761 96 38 963,4637,in,OK,2026-01-09,116.0,USSD,465
TX0000466,AG19,730 63 41 509,830,in,OK,2026-01-09,21.0,USSD,466
TX0000467,AG17,+226 731 85 78 731,2824,in,ok,2026-01-09,71.0,Agent,467
TX0000468,AG15,7979665970,1382,out,Reussie,2026-01-09,14.0,app,468
TX0000469,AG14,+226 771 92 80 894,3288,in,REUSSI,2026-01-09,82.0,app,469
TX0000470,AG19,+226 782 20 15 166,4973,in,echec,2026-01-09,124.0,app,470
TX0000471,AG12,715 21 97 594,706,in,Reussie,2026-01-09,18.0,Agent,471
TX0000472,AG13,783 83 84 783,4464,in,Reussie,2026-01-09,112.0,USSD,472
TX0000473,AG09,+226 757 35 87 879,2505,in,OK,2026-01-09,63.0,USSD,473
TX0000474,AG08,769 65 64 938,1321,out,echec,2026-01-09,13.0,USSD,474
TX0000475,AG13,+226 748 40 55 611,1371,out,OK,2026-01-09,14.0,Agent,475
TX0000476,AG17,793 87 88 896,1255,in,ok,2026-01-09,31.0,USSD,476
TX0000477,AG06,776 82 62 468,4120,in,ok,2026-01-09,103.0,Agent,477
TX0000478,AG02,799 13 05 756,2521,in,OK,2026-01-09,63.0,Agent,478
TX0000479,AG10,+226 759 69 40 746,469,in,Reussie,2026-01-09,12.0,USSD,479
TX0000480,AG09,+226 775 37 44 839,1115,out,OK,2026-01-09,11.0,USSD,480
TX0000481,AG20,+226 749 76 92 418,2082,in,ok,2026-01-09,52.0,Agent,481
TX0000482,AG19,782 45 44 219,3648,in,REUSSI,2026-01-09,91.0,USSD,482
TX0000483,AG12,+226 739 69 00 008,8000,out,echec,2026-01-09,80.0,Agent,483
TX0000484,AG08,+226 703 29 17 408,5144,in,Reussie,2026-01-09,129.0,Agent,484
TX0000485,AG12,+226 738 10 11 014,3279,in,Echouee,2026-01-09,82.0,Agent,485
TX0000486,AG14,+226 705 29 92 943,2673,in,OK,2026-01-09,67.0,USSD,486
TX0000487,AG01,767 70 27 588,2859,out,Reussie,2026-01-09,29.0,USSD,487
TX0000488,AG08,769 53 53 787,850,out,ok,2026-01-09,8.0,Agent,488
TX0000489,AG17,+226 798 93 24 886,7319,out,OK,2026-01-09,73.0,USSD,489
TX0000490,AG01,733 41 82 037,4323,in,ok,2026-01-09,108.0,app,490
TX0000491,AG02,+226 722 67 87 791,1039,out,REUSSI,2026-01-09,10.0,USSD,491
TX0000492,AG17,721 76 71 561,2285,out,echec,2026-01-09,23.0,Agent,492
TX0000493,AG06,+226 796 91 16 254,1135,in,OK,2026-01-09,28.0,app,493
TX0000494,AG17,766 76 91 330,1024,in,echec,2026-01-09,26.0,Agent,494
TX0000495,AG04,7652164516,881,out,OK,2026-01-09,9.0,USSD,495
TX0000496,AG04,+226 732 57 22 746,4248,out,ok,2026-01-09,42.0,USSD,496
TX0000497,AG18,760 80 03 305,5084,in,Echouee,2026-01-09,127.0,USSD,497
TX0000498,AG09,+226 763 47 88 374,708,in,Reussie,2026-01-09,18.0,Agent,498
TX0000499,AG03,+226 742 20 69 942,2566,out,Echouee,2026-01-09,26.0,app,499
TX0000500,AG14,+226 779 70 34 906,3475,out,Reussie,2026-01-09,35.0,app,500
TX0000501,AG08,+226 727 33 76 733,1376,out,Reussie,2026-01-09,14.0,USSD,501
TX0000502,AG15,7698402664,7064,in,OK,2026-01-09,177.0,Agent,502
TX0000503,AG15,7916543768,10072,out,Reussie,2026-01-09,101.0,USSD,503
TX0000504,AG08,+226 777 86 51 482,26554,out,REUSSI,2026-01-09,266.0,USSD,504
TX0000505,AG04,792 32 62 299,8905,in,echec,2026-01-09,223.0,Agent,505
TX0000506,AG13,728 14 57 199,3856,in,ok,2026-01-09,96.0,Agent,506
TX0000507,AG14,+226 738 43 33 080,3777,in,REUSSI,2026-01-09,94.0,Agent,507
TX0000508,AG19,+226 710 77 23 615,9976,in,OK,2026-01-09,249.0,app,508
TX0000509,AG17,700 22 28 254,1854,in,ok,2026-01-09,46.0,USSD,509
TX0000510,AG01,759 31 25 187,2718,in,REUSSI,2026-01-09,68.0,USSD,510
TX0000511,AG14,+226 741 99 96 093,1297,out,OK,2026-01-09,13.0,Agent,511
TX0000512,AG08,7726460378,3410,in,ok,2026-01-09,85.0,USSD,512
TX0000513,AG09,703 77 32 751,8375,out,ok,2026-01-09,84.0,USSD,513
TX0000514,AG08,7076844936,5097,out,ok,2026-01-09,51.0,Agent,514
TX0000515,AG08,796 15 60 968,1809,in,OK,2026-01-09,45.0,Agent,515
TX0000516,AG20,+226 758 85 35 101,1314,in,OK,2026-01-09,33.0,Agent,516
TX0000517,AG11,776 98 22 519,2970,out,ok,2026-01-09,30.0,Agent,517
TX0000518,AG20,7283873695,4603,in,echec,2026-01-09,115.0,Agent,518
TX0000519,AG01,722 18 47 987,5832,in,OK,2026-01-09,146.0,Agent,519
TX0000520,AG05,7653189607,2378,in,echec,2026-01-09,59.0,Agent,520
TX0000521,AG04,7800573713,3285,in,REUSSI,2026-01-09,82.0,Agent,521
TX0000522,AG06,744 59 46 009,2812,out,REUSSI,2026-01-09,28.0,USSD,522
TX0000523,AG20,740 67 03 954,448,out,ok,2026-01-09,4.0,USSD,523
TX0000524,AG09,+226 704 97 54 225,7377,out,Reussie,2026-01-09,74.0,app,524
TX0000525,AG15,+226 786 14 94 447,2799,out,OK,2026-01-09,28.0,Agent,525
TX0000526,AG08,767 08 18 157,10006,out,OK,2026-01-10,100.0,USSD,526
TX0000527,AG12,7807443789,30515,in,OK,2026-01-10,763.0,Agent,527
TX0000528,AG05,780 98 54 363,793,out,ok,2026-01-10,8.0,Agent,528
TX0000529,AG18,+226 761 94 51 318,2474,in,ok,2026-01-10,62.0,Agent,529
TX0000530,AG20,+226 732 03 67 898,3792,out,echec,2026-01-10,38.0,app,530
TX0000531,AG03,710 37 47 584,3721,out,echec,2026-01-10,37.0,USSD,531
TX0000532,AG05,762 31 55 966,2793,in,ok,2026-01-10,70.0,Agent,532
TX0000533,AG09,776 52 54 893,1576,out,ok,2026-01-10,16.0,Agent,533
TX0000534,AG13,7277079046,4720,out,Reussie,2026-01-10,47.0,Agent,534
TX0000535,AG14,+226 737 69 41 664,891,out,echec,2026-01-10,9.0,USSD,535
TX0000536,AG02,+226 722 28 39 135,3877,in,OK,2026-01-10,97.0,USSD,536
TX0000537,AG06,+226 773 30 92 347,3049,out,Reussie,2026-01-10,30.0,Agent,537
TX0000538,AG12,769 97 89 622,1015,in,REUSSI,2026-01-10,25.0,USSD,538
TX0000539,AG07,+226 712 05 01 063,6098,in,ok,2026-01-10,152.0,USSD,539
TX0000540,AG16,762 55 02 166,1517,out,Echouee,2026-01-10,15.0,USSD,540
TX0000541,AG06,7661562103,3333,out,OK,2026-01-10,33.0,USSD,541
TX0000542,AG18,722 22 56 757,1811,in,echec,2026-01-10,45.0,Agent,542
TX0000543,AG06,+226 746 06 03 175,3099,out,OK,2026-01-10,31.0,USSD,543
TX0000544,AG12,763 28 85 719,1220,in,ok,2026-01-10,30.0,USSD,544
TX0000545,AG02,717 85 74 949,1624,in,echec,2026-01-10,41.0,USSD,545
TX0000546,AG18,798 89 33 856,3951,in,REUSSI,2026-01-10,99.0,USSD,546
TX0000547,AG16,+226 728 29 28 015,8245,out,REUSSI,2026-01-10,82.0,app,547
TX0000548,AG01,+226 734 91 52 318,2438,in,OK,2026-01-10,61.0,Agent,548
TX0000549,AG05,+226 785 58 82 619,1069,in,Reussie,2026-01-10,27.0,USSD,549
TX0000550,AG11,7652091575,1676,out,Echouee,2026-01-10,17.0,Agent,550
TX0000551,AG14,+226 727 00 57 712,2502,in,REUSSI,2026-01-10,63.0,USSD,551
TX0000552,AG07,+226 726 25 24 377,1826,in,ok,2026-01-10,46.0,app,552
TX0000553,AG13,731 82 71 232,1398,in,OK,2026-01-10,35.0,Agent,553
TX0000554,AG10,+226 796 85 52 960,2187,in,OK,2026-01-10,55.0,Agent,554
TX0000555,AG03,7832198648,5116,in,ok,2026-01-10,128.0,app,555
TX0000556,AG09,+226 738 41 72 163,2117,in,Reussie,2026-01-10,53.0,Agent,556
TX0000557,AG13,+226 785 18 09 651,4056,out,OK,2026-01-10,41.0,Agent,557
TX0000558,AG01,727 98 26 584,573,in,Reussie,2026-01-10,14.0,USSD,558
TX0000559,AG20,7615110146,6063,out,OK,2026-01-10,61.0,USSD,559
TX0000560,AG17,+226 780 38 93 536,1454,out,REUSSI,2026-01-10,15.0,Agent,560
TX0000561,AG03,+226 759 37 33 352,3411,out,echec,2026-01-10,34.0,app,561
TX0000562,AG03,739 90 73 122,7429,out,Reussie,2026-01-10,74.0,Agent,562
TX0000563,AG14,750 44 16 911,191,in,echec,2026-01-10,5.0,Agent,563
TX0000564,AG11,7395032891,5878,in,Echouee,2026-01-10,147.0,USSD,564
TX0000565,AG08,+226 785 91 48 861,722,out,REUSSI,2026-01-10,7.0,Agent,565
TX0000566,AG08,+226 798 38 62 926,2604,out,Reussie,2026-01-10,26.0,Agent,566
TX0000567,AG13,753 54 37 767,875,out,OK,2026-01-10,9.0,USSD,567
TX0000568,AG13,765 79 96 848,1784,out,ok,2026-01-10,18.0,Agent,568
TX0000569,AG07,+226 731 42 84 839,539,in,OK,2026-01-10,13.0,Agent,569
TX0000570,AG09,783 34 81 167,7285,out,Echouee,2026-01-10,73.0,USSD,570
TX0000571,AG03,+226 717 78 15 851,2450,in,REUSSI,2026-01-10,61.0,USSD,571
TX0000572,AG13,+226 777 22 57 845,3097,in,ok,2026-01-10,77.0,Agent,572
TX0000573,AG08,781 33 17 686,9029,in,OK,2026-01-10,226.0,USSD,573
TX0000574,AG09,+226 787 68 76 145,1573,out,ok,2026-01-10,16.0,Agent,574
TX0000575,AG16,+226 786 33 71 282,12542,in,Echouee,2026-01-11,314.0,USSD,575
TX0000576,AG15,750 02 52 878,4238,out,REUSSI,2026-01-11,42.0,Agent,576
TX0000577,AG06,+226 740 53 05 982,5685,in,OK,2026-01-11,142.0,USSD,577
TX0000578,AG05,727 89 35 829,1953,in,OK,2026-01-11,49.0,Agent,578
TX0000579,AG18,7818506781,13257,in,Reussie,2026-01-12,331.0,USSD,579
TX0000580,AG18,+226 715 73 92 629,4404,in,Reussie,2026-01-12,110.0,app,580
TX0000581,AG12,796 58 28 730,3007,in,OK,2026-01-12,75.0,USSD,581
TX0000582,AG08,+226 792 48 74 152,3558,out,Reussie,2026-01-12,36.0,Agent,582
TX0000583,AG05,+226 774 29 04 428,1621,out,Reussie,2026-01-12,16.0,Agent,583
TX0000584,AG04,7849580441,17153,in,Reussie,2026-01-12,429.0,USSD,584
TX0000585,AG12,707 61 85 955,5349,out,Reussie,2026-01-12,53.0,Agent,585
TX0000586,AG19,7137487142,1381,in,Reussie,2026-01-12,35.0,Agent,586
TX0000587,AG06,7609975588,948,in,REUSSI,2026-01-12,24.0,USSD,587
TX0000588,AG03,+226 764 66 73 989,427,in,REUSSI,2026-01-12,11.0,Agent,588
TX0000589,AG07,721 01 89 104,1872,out,ok,2026-01-12,19.0,USSD,589
TX0000590,AG08,+226 785 65 63 350,4224,in,ok,2026-01-12,106.0,USSD,590
TX0000591,AG20,+226 738 00 22 341,6283,in,REUSSI,2026-01-12,157.0,Agent,591
TX0000592,AG11,701 20 81 028,2069,out,ok,2026-01-12,21.0,Agent,592
TX0000593,AG03,+226 738 57 24 260,6458,in,ok,2026-01-12,161.0,Agent,593
TX0000594,AG12,7734910392,1194,in,REUSSI,2026-01-12,30.0,Agent,594
TX0000595,AG08,7714584183,3117,in,OK,2026-01-12,78.0,Agent,595
TX0000596,AG09,+226 777 77 09 278,3115,in,Reussie,2026-01-12,78.0,USSD,596
TX0000597,AG11,7602500030,4243,in,Echouee,2026-01-12,106.0,USSD,597
TX0000598,AG03,+226 710 06 90 542,596,out,REUSSI,2026-01-12,6.0,Agent,598
TX0000599,AG08,789 63 13 103,2549,in,echec,2026-01-12,64.0,Agent,599
TX0000600,AG17,725 52 99 039,1184,in,Echouee,2026-01-12,30.0,Agent,600
TX0000601,AG04,+226 767 74 41 028,1042,out,ok,2026-01-12,10.0,USSD,601
TX0000602,AG15,7686736591,2635,out,OK,2026-01-12,26.0,Agent,602
TX0000603,AG18,775 50 68 294,1006,in,REUSSI,2026-01-12,25.0,USSD,603
TX0000604,AG17,7698109779,952,out,REUSSI,2026-01-12,10.0,USSD,604
TX0000605,AG02,750 49 30 393,7584,in,echec,2026-01-12,190.0,USSD,605
TX0000606,AG08,+226 786 50 53 775,116,out,Reussie,2026-01-12,1.0,Agent,606
TX0000607,AG14,+226 773 97 34 597,12045,in,ok,2026-01-12,301.0,Agent,607
TX0000608,AG02,723 99 60 037,2082,out,REUSSI,2026-01-12,21.0,Agent,608
TX0000609,AG13,+226 716 23 27 517,2216,out,echec,2026-01-12,22.0,USSD,609
TX0000610,AG09,+226 787 59 60 553,5909,in,ok,2026-01-12,148.0,USSD,610
TX0000611,AG01,+226 709 77 35 398,4148,out,ok,2026-01-12,41.0,app,611
TX0000612,AG05,730 94 53 081,479,out,ok,2026-01-12,5.0,app,612
TX0000613,AG14,+226 730 75 04 157,2595,in,Reussie,2026-01-12,65.0,Agent,613
TX0000614,AG09,+226 796 95 61 169,579,in,echec,2026-01-12,14.0,app,614
TX0000615,AG12,757 59 47 629,3953,out,ok,2026-01-12,40.0,Agent,615
TX0000616,AG18,710 90 44 432,1932,in,ok,2026-01-12,48.0,app,616
TX0000617,AG03,+226 703 49 16 379,2537,in,REUSSI,2026-01-12,63.0,Agent,617
TX0000618,AG05,+226 711 84 59 751,428,in,Echouee,2026-01-12,11.0,Agent,618
TX0000619,AG16,791 45 02 603,3096,in,ok,2026-01-12,77.0,USSD,619
TX0000620,AG08,7573580024,662,in,ok,2026-01-12,17.0,Agent,620
TX0000621,AG19,774 37 44 522,1734,out,Reussie,2026-01-12,17.0,USSD,621
TX0000622,AG20,+226 765 84 02 118,5786,in,REUSSI,2026-01-12,145.0,USSD,622
TX0000623,AG07,+226 712 47 30 412,1483,in,OK,2026-01-12,37.0,app,623
TX0000624,AG07,7949278707,567,in,Echouee,2026-01-12,14.0,app,624
TX0000625,AG18,740 22 35 525,21269,out,echec,2026-01-12,213.0,Agent,625
TX0000626,AG05,+226 741 14 01 321,2580,in,REUSSI,2026-01-12,64.0,Agent,626
TX0000627,AG20,+226 735 45 90 174,1826,in,REUSSI,2026-01-12,46.0,Agent,627
